etype,issuenote
3,"Urged on by Muslim Brotherhood leadership, pro-Morsi citizens surrounded and attacked the Protesters at the presidential palace, forcing them to flee. Anti-Morsi activists later returned with a counter-attack, hurling rocks and firebombs at the president's supporters."
1,"More Protesters gathered outside the presidential palace and around Cairo, calling for an end to the Muslim Brotherhood's rule and the constitutional draft. They later called for a 'no' vote on the constitution."
1,"Morsi supporters gathered to decry the actions of those who would stop the new constitution, urging a 'yes' vote."
1,State Council and other referendum judges boycotted 2nd round of referendum due to alleged irregularities in 1st round.
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,"An estimated 500,000 people marched across Egypt against the Morsi government and against the Muslim Brotherhood and the protests turned violent, with 11 people killed and several hundred wounded"
1,Dozens of members of the Black Bloc anarchist group gathered outside the prosecutor's office to protest against an order by the prosecutor to arrest anyone from the group and riot police arrested at least four protesters
1,"Thousands of protesters called for Morsi's removal and protesters threw bombs and rocks into the grounds of the presidential palace and police shot and killed two protesters, arrested more than 20 and set fire to protester tents, with more than 50 people were injured"
1,"Thousands of protesters called for Morsi's removal and protesters threw bombs and rocks into the grounds of the presidential palace and police shot and killed two protesters, arrested more than 20 and set fire to protester tents, with more than 50 people were injured"
1,"Thousands of protesters called for Morsi's removal and protesters threw bombs and rocks into the grounds of the presidential palace and police shot and killed two protesters, arrested more than 20 and set fire to protester tents, with more than 50 people were injured"
1,"Thousands protested in several places around Egypt against the Morsi government and Muslim Brotherhood politicians and clashes broke out between police and protesters in many spots, protesters threw rocks at police, who fired tear gas"
1,"Thousands protested in several places around Egypt against the Morsi government and Muslim Brotherhood politicians and clashes broke out between police and protesters in many spots, protesters threw rocks at police, who fired tear gas"
1,"Thousands protested in several places around Egypt against the Morsi government and Muslim Brotherhood politicians and clashes broke out between police and protesters in many spots, protesters threw rocks at police, who fired tear gas"
1,"Thousands protested in several places around Egypt against the Morsi government and Muslim Brotherhood politicians and clashes broke out between police and protesters in many spots, protesters threw rocks at police, who fired tear gas"
1,"About 1,000 protesters demonstrated to demand an end to sexual violence and an end to impunity"
1,"5,000 Morsi supporters demonstrated to denounce violence between police and anti-Morsi protesters and called for the release of the blind Sheikh Omar Abdel Rahman"
1,"Muslim Brotherhood offices were ransacked  by thousands of protesters, who were marching to demanding the resignation of the attorney general and the interior minister and President Morsi, and police fired tear gas to disperse them and several offices were looted"
